,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
17288,dissim-19 amplitude-landscape-2-1 dim-3,0.0454590334315866,0.0963293710611104,0.0428467578960223,-0.0508703376295237,0.0026122755355643,dissim-19,amplitude-landscape-2-1,dim-3,
5330,channel-25 silhouette-2 dim-2 sum,0.0456757368364523,0.0962972506964049,0.0504561517682566,-0.0506215138599526,-0.0047804149318043,channel-25,silhouette-2,dim-2,sum
5336,channel-25 silhouette-2 dim-2 norm-1,0.0456757368364523,0.0962972506964049,0.0504561517682566,-0.0506215138599526,-0.0047804149318043,channel-25,silhouette-2,dim-2,norm-1
5383,channel-25 amplitude-silhouette-1-2 dim-2,0.0456757368364523,0.0962972506964049,0.0504561517682566,-0.0506215138599526,-0.0047804149318043,channel-25,amplitude-silhouette-1-2,dim-2,
5328,channel-25 silhouette-2 dim-2 mean,0.0456757368364523,0.0962972506964049,0.0504561517682566,-0.0506215138599526,-0.0047804149318043,channel-25,silhouette-2,dim-2,mean
8015,channel-38 landscape dim-2 std,0.0506433384461764,0.096296628280081,0.0626771406236778,-0.0456532898339046,-0.0120338021775014,channel-38,landscape,dim-2,std
15608,dissim-15 bd2 dim-2 percentile-25,0.0600506341408776,0.0962696753764352,0.059741129209576,-0.0362190412355576,0.0003095049313015,dissim-15,bd2,dim-2,percentile-25
9369,dissim-2 landscape dim-1 skew,0.0390682228881651,0.0962690896616662,0.0401830177268939,-0.0572008667735011,-0.0011147948387288,dissim-2,landscape,dim-1,skew
13635,dissim-11 amplitude-betti-1 dim-2,0.0663702119527267,0.0962471606929426,0.0472850472347889,-0.0298769487402158,0.0190851647179378,dissim-11,amplitude-betti-1,dim-2,
11542,dissim-6 bd2 dim-3 percentile-25,0.0708450495720029,0.0962459463352192,0.0705175739090129,-0.0254008967632162,0.00032747566299,dissim-6,bd2,dim-3,percentile-25
9269,dissim-1 bd2 dim-2 kurtosis,0.0449803372807204,0.0962433398049033,0.0503629495623993,-0.0512630025241828,-0.0053826122816789,dissim-1,bd2,dim-2,kurtosis
3744,channel-17 life dim-2 skew,0.0404405062548914,0.096238028245379,0.0439835991654789,-0.0557975219904875,-0.0035430929105874,channel-17,life,dim-2,skew
18042,dissim-21 silhouette-1 dim-2 skew,0.0542245707095009,0.0962379690789066,0.0509915874795699,-0.0420133983694056,0.0032329832299309,dissim-21,silhouette-1,dim-2,skew
8755,dissim-0 life dim-3 mean,0.044176691310084,0.0962344252783195,0.0410496994543051,-0.0520577339682355,0.0031269918557789,dissim-0,life,dim-3,mean
9026,dissim-1 silhouette-2 dim-1 skew,0.0533970375319465,0.0962279372494376,0.053177846052687,-0.0428308997174911,0.0002191914792594,dissim-1,silhouette-2,dim-1,skew
16876,dissim-18 life all mean,0.0521440822769754,0.0962004038838477,0.0441034340173886,-0.0440563216068723,0.0080406482595867,dissim-18,life,all,mean
11983,dissim-7 bd2 dim-2 sum,0.080639295303282,0.0961804866787568,0.0789074868281104,-0.0155411913754748,0.0017318084751715,dissim-7,bd2,dim-2,sum
11989,dissim-7 bd2 dim-2 norm-1,0.080639295303282,0.0961804866787568,0.0789074868281104,-0.0155411913754748,0.0017318084751715,dissim-7,bd2,dim-2,norm-1
13511,dissim-11 silhouette-1 dim-2 kurtosis,0.0317040686600378,0.0961750789746104,0.0467977658772433,-0.0644710103145725,-0.0150936972172054,dissim-11,silhouette-1,dim-2,kurtosis
11250,dissim-6 silhouette-1 dim-3 max,0.0383858188683588,0.096160458409692,0.0376328200545301,-0.0577746395413331,0.0007529988138287,dissim-6,silhouette-1,dim-3,max
90,channel-0 numberofpoints dim-1,0.0634391177608773,0.0961562920695361,0.0451378309974266,-0.0327171743086587,0.0183012867634507,channel-0,numberofpoints,dim-1,
14881,dissim-14 silhouette-1 dim-3 kurtosis,0.056062383241464,0.0961447125764977,0.0474548509081554,-0.0400823293350336,0.0086075323333086,dissim-14,silhouette-1,dim-3,kurtosis
11025,dissim-5 life dim-3 percentile-75,0.041455207157373,0.0961252794489505,0.0301938657935504,-0.0546700722915774,0.0112613413638225,dissim-5,life,dim-3,percentile-75
8743,dissim-0 life dim-2 max,0.0493049439982567,0.0961044489989839,0.045591339360299,-0.0467995050007272,0.0037136046379577,dissim-0,life,dim-2,max
8631,dissim-0 amplitude-bottleneck dim-2,0.0493049439982567,0.0961044489989839,0.045591339360299,-0.0467995050007272,0.0037136046379577,dissim-0,amplitude-bottleneck,dim-2,
9127,dissim-1 amplitude-landscape-1-2 dim-3,0.0591033961593514,0.0960948681915973,0.0584204380055329,-0.0369914720322458,0.0006829581538185,dissim-1,amplitude-landscape-1-2,dim-3,
1876,channel-8 bd2 dim-1 skew,0.0319386287114354,0.0960864881004906,0.0409228421563319,-0.0641478593890551,-0.0089842134448964,channel-8,bd2,dim-1,skew
12323,dissim-8 amplitude-silhouette-1-1 norm-2,0.0479424262383041,0.096084534388685,0.0314607060481892,-0.0481421081503809,0.0164817201901148,dissim-8,amplitude-silhouette-1-1,norm-2,
8466,dissim-0 landscape dim-2 max,0.055186782336954,0.096066538777327,0.0526674731704246,-0.0408797564403729,0.0025193091665294,dissim-0,landscape,dim-2,max
15144,dissim-14 bd2 dim-1 percentile-25,0.0623262055688434,0.0960485024767161,0.0686584499189501,-0.0337222969078727,-0.0063322443501066,dissim-14,bd2,dim-1,percentile-25
11602,dissim-7 betti dim-3 norm-1,0.0617991370106226,0.0960457012497881,0.06234724293883,-0.0342465642391654,-0.0005481059282073,dissim-7,betti,dim-3,norm-1
2749,channel-13 betti dim-2 skew,0.0421019813917734,0.0960259203641953,0.0563527566526904,-0.0539239389724219,-0.014250775260917,channel-13,betti,dim-2,skew
17093,dissim-19 landscape dim-3 norm-1,0.0438987839178833,0.0960197974220696,0.0442422442423818,-0.0521210135041862,-0.0003434603244984,dissim-19,landscape,dim-3,norm-1
17274,dissim-19 amplitude-landscape-1-1 dim-3,0.0438987839178833,0.0960197974220696,0.0442422442423818,-0.0521210135041862,-0.0003434603244984,dissim-19,amplitude-landscape-1-1,dim-3,
17085,dissim-19 landscape dim-3 mean,0.0438987839178833,0.0960197974220696,0.0442422442423818,-0.0521210135041862,-0.0003434603244984,dissim-19,landscape,dim-3,mean
17087,dissim-19 landscape dim-3 sum,0.0438987839178833,0.0960197974220696,0.0442422442423818,-0.0521210135041862,-0.0003434603244984,dissim-19,landscape,dim-3,sum
10188,dissim-3 bd2 dim-3 norm-1,0.0435969323407244,0.0960173459802286,0.0610654641009945,-0.0524204136395041,-0.01746853176027,dissim-3,bd2,dim-3,norm-1
10182,dissim-3 bd2 dim-3 sum,0.0435969323407244,0.0960173459802286,0.0610654641009945,-0.0524204136395041,-0.01746853176027,dissim-3,bd2,dim-3,sum
2893,channel-13 life dim-1 skew,0.044282722463558,0.0960155532510722,0.0475894585452418,-0.0517328307875141,-0.0033067360816838,channel-13,life,dim-1,skew
4176,channel-19 bd2 all norm-1,0.0776620775862175,0.0959916673432743,0.0638028108086124,-0.0183295897570568,0.0138592667776051,channel-19,bd2,all,norm-1
4170,channel-19 bd2 all sum,0.0776620775862175,0.0959916673432743,0.0638028108086124,-0.0183295897570568,0.0138592667776051,channel-19,bd2,all,sum
16078,dissim-16 bd2 dim-3 norm-2,0.0534799060470694,0.0959832119044769,0.0525831063154113,-0.0425033058574074,0.0008967997316581,dissim-16,bd2,dim-3,norm-2
15700,dissim-16 betti dim-5 skew,0.0333829648097091,0.0959721873842414,0.0274337389654038,-0.0625892225745322,0.0059492258443053,dissim-16,betti,dim-5,skew
10731,dissim-5 landscape dim-2 max,0.0437853092868748,0.0959579383058316,0.0443589866568718,-0.0521726290189568,-0.0005736773699969,dissim-5,landscape,dim-2,max
16219,dissim-17 silhouette-1 dim-1 skew,0.0504459748647272,0.0959510569512006,0.0545255043882672,-0.0455050820864733,-0.00407952952354,dissim-17,silhouette-1,dim-1,skew
9385,dissim-2 landscape dim-3 std,0.0502055934451408,0.0959491523030359,0.0431038166539178,-0.0457435588578951,0.007101776791223,dissim-2,landscape,dim-3,std
9948,dissim-3 silhouette-2 dim-3 std,0.0514537031661201,0.0959295106659476,0.0523511602619194,-0.0444758074998275,-0.0008974570957992,dissim-3,silhouette-2,dim-3,std
15535,dissim-15 life dim-1 skew,0.0537629013681598,0.0959034145006668,0.0426511863931203,-0.0421405131325069,0.0111117149750394,dissim-15,life,dim-1,skew
10465,dissim-4 amplitude-betti-1 dim-3,0.067704380907429,0.0958831467368763,0.0622841158515228,-0.0281787658294473,0.0054202650559061,dissim-4,amplitude-betti-1,dim-3,
18100,dissim-21 silhouette-2 dim-3 max,0.0563249982151066,0.0958773949998692,0.0469017216523844,-0.0395523967847625,0.0094232765627222,dissim-21,silhouette-2,dim-3,max
7788,channel-37 betti dim-2 kurtosis,0.0649643062430139,0.0958738290328574,0.0716837619329975,-0.0309095227898434,-0.0067194556899836,channel-37,betti,dim-2,kurtosis
1489,channel-7 betti dim-2 skew,0.0723149721985876,0.095868269531278,0.0611775998382351,-0.0235532973326903,0.0111373723603524,channel-7,betti,dim-2,skew
14200,dissim-12 life dim-3 norm-2,0.0640874579826699,0.0958654304572377,0.0531984197392416,-0.0317779724745678,0.0108890382434283,dissim-12,life,dim-3,norm-2
14082,dissim-12 amplitude-wasserstein-2 dim-3,0.0640874579826699,0.0958654304572377,0.0531984197392416,-0.0317779724745678,0.0108890382434283,dissim-12,amplitude-wasserstein-2,dim-3,
8788,dissim-0 bd2 all mean,0.0602159027894815,0.0958609742276907,0.0521430547844347,-0.0356450714382091,0.0080728480050468,dissim-0,bd2,all,mean
17117,dissim-19 silhouette-1 dim-1 max,0.0422330670803443,0.0958601123507048,0.0367726651246255,-0.0536270452703604,0.0054604019557188,dissim-19,silhouette-1,dim-1,max
12270,dissim-8 amplitude-wasserstein-2 dim-3,0.0655867224901255,0.0958484452125105,0.063606596082783,-0.030261722722385,0.0019801264073424,dissim-8,amplitude-wasserstein-2,dim-3,
12388,dissim-8 life dim-3 norm-2,0.0655867224901255,0.0958484452125105,0.063606596082783,-0.030261722722385,0.0019801264073424,dissim-8,life,dim-3,norm-2
14247,dissim-12 bd2 dim-2 std,0.052445149945598,0.0958466957501298,0.0500534547630734,-0.0434015458045317,0.0023916951825246,dissim-12,bd2,dim-2,std
18331,dissim-21 bd2 dim-2 norm-1,0.0633930147920382,0.0958357451101877,0.0628935245490804,-0.0324427303181494,0.0004994902429577,dissim-21,bd2,dim-2,norm-1
18325,dissim-21 bd2 dim-2 sum,0.0633930147920382,0.0958357451101877,0.0628935245490804,-0.0324427303181494,0.0004994902429577,dissim-21,bd2,dim-2,sum
10859,dissim-5 silhouette-2 dim-3 kurtosis,0.0620396761356129,0.0958276468849688,0.0472729049214267,-0.0337879707493558,0.0147667712141862,dissim-5,silhouette-2,dim-3,kurtosis
16970,dissim-18 bd2 dim-2 kurtosis,0.0483874513332559,0.0957913271999755,0.0511534078580009,-0.0474038758667196,-0.0027659565247449,dissim-18,bd2,dim-2,kurtosis
12606,dissim-9 silhouette-1 dim-2 skew,0.0437409067139729,0.095778718631029,0.0414335792481773,-0.052037811917056,0.0023073274657955,dissim-9,silhouette-1,dim-2,skew
18679,dissim-22 amplitude-silhouette-2-1 norm-2,0.0463048653829261,0.0957702571383795,0.0392328956059421,-0.0494653917554534,0.0070719697769839,dissim-22,amplitude-silhouette-2-1,norm-2,
10914,dissim-5 amplitude-wasserstein-2 norm-1,0.047221356003015,0.0957624682337689,0.0501243667820849,-0.0485411122307538,-0.0029030107790698,dissim-5,amplitude-wasserstein-2,norm-1,
13662,dissim-11 amplitude-landscape-2-1 dim-1,0.0604044617616875,0.095746715694837,0.0385653861417557,-0.0353422539331495,0.0218390756199318,dissim-11,amplitude-landscape-2-1,dim-1,
13448,dissim-11 landscape dim-1 norm-2,0.0604044617616875,0.095746715694837,0.0385653861417557,-0.0353422539331495,0.0218390756199318,dissim-11,landscape,dim-1,norm-2
12737,dissim-9 amplitude-betti-2 dim-3,0.03967065813256,0.0957452527737203,0.0505670411431272,-0.0560745946411603,-0.0108963830105672,dissim-9,amplitude-betti-2,dim-3,
17405,dissim-19 bd2 dim-1 max,0.0492569398767282,0.0957341334338707,0.0483281413353746,-0.0464771935571424,0.0009287985413536,dissim-19,bd2,dim-1,max
12734,dissim-9 amplitude-betti-1 norm-2,0.0621064916062096,0.0957284599191423,0.0615401442523992,-0.0336219683129327,0.0005663473538103,dissim-9,amplitude-betti-1,norm-2,
9141,dissim-1 amplitude-landscape-2-2 dim-3,0.0508370483841888,0.095719679164885,0.0453600403038791,-0.0448826307806961,0.0054770080803096,dissim-1,amplitude-landscape-2-2,dim-3,
17293,dissim-19 amplitude-landscape-2-2 dim-1,0.0505732112103712,0.095718291011418,0.0556326049590845,-0.0451450798010467,-0.0050593937487132,dissim-19,amplitude-landscape-2-2,dim-1,
12871,dissim-9 bd2 all kurtosis,0.0527049233762319,0.0956954708078522,0.0461532522846809,-0.0429905474316202,0.006551671091551,dissim-9,bd2,all,kurtosis
13505,dissim-11 silhouette-1 dim-2 mean,0.052444723394054,0.0956879341055283,0.048704865785061,-0.0432432107114742,0.003739857608993,dissim-11,silhouette-1,dim-2,mean
13513,dissim-11 silhouette-1 dim-2 norm-1,0.052444723394054,0.0956879341055283,0.048704865785061,-0.0432432107114742,0.003739857608993,dissim-11,silhouette-1,dim-2,norm-1
13507,dissim-11 silhouette-1 dim-2 sum,0.052444723394054,0.0956879341055283,0.048704865785061,-0.0432432107114742,0.003739857608993,dissim-11,silhouette-1,dim-2,sum
13677,dissim-11 amplitude-silhouette-1-1 dim-2,0.052444723394054,0.0956879341055283,0.048704865785061,-0.0432432107114742,0.003739857608993,dissim-11,amplitude-silhouette-1-1,dim-2,
15079,dissim-14 life dim-1 median,0.0526929742392532,0.0956729189543421,0.043542279208992,-0.0429799447150888,0.0091506950302612,dissim-14,life,dim-1,median
13909,dissim-12 landscape dim-2 kurtosis,0.0734188397623503,0.0956699987762609,0.0710027367834931,-0.0222511590139106,0.0024161029788571,dissim-12,landscape,dim-2,kurtosis
16211,dissim-17 silhouette-1 dim-1 max,0.0520429573175897,0.0956633917546217,0.0447018526365156,-0.043620434437032,0.007341104681074,dissim-17,silhouette-1,dim-1,max
13365,dissim-10 bd2 dim-4 percentile-25,0.0438619171971796,0.0956439651382979,0.0389913067536995,-0.0517820479411182,0.0048706104434801,dissim-10,bd2,dim-4,percentile-25
10080,dissim-3 life all max,0.0474107854946928,0.095643045828252,0.0523407135444779,-0.0482322603335592,-0.004929928049785,dissim-3,life,all,max
15897,dissim-16 amplitude-wasserstein-2 norm-1,0.0603950039143681,0.0956354938381953,0.0603590274784202,-0.0352404899238272,3.597643594784733e-05,dissim-16,amplitude-wasserstein-2,norm-1,
18611,dissim-22 amplitude-wasserstein-2 dim-2,0.0571139095027455,0.095631880378037,0.0654943814635622,-0.0385179708752914,-0.0083804719608166,dissim-22,amplitude-wasserstein-2,dim-2,
18719,dissim-22 life dim-2 norm-2,0.0571139095027455,0.095631880378037,0.0654943814635622,-0.0385179708752914,-0.0083804719608166,dissim-22,life,dim-2,norm-2
5628,channel-26 life dim-2 std,0.0838604567726257,0.0956185581475954,0.0813346899029818,-0.0117581013749697,0.0025257668696438,channel-26,life,dim-2,std
2274,channel-10 life dim-2 skew,0.0515378112681094,0.0956088537713238,0.0553589750872885,-0.0440710425032143,-0.003821163819179,channel-10,life,dim-2,skew
18995,dissim-23 silhouette-2 dim-2 max,0.0504006503006331,0.0955938258047321,0.0537385804179747,-0.0451931755040989,-0.0033379301173415,dissim-23,silhouette-2,dim-2,max
13514,dissim-11 silhouette-1 dim-2 norm-2,0.0469780245293041,0.095572726127608,0.0493440813046765,-0.0485947015983039,-0.0023660567753724,dissim-11,silhouette-1,dim-2,norm-2
13691,dissim-11 amplitude-silhouette-2-1 dim-2,0.0469780245293041,0.095572726127608,0.0493440813046765,-0.0485947015983039,-0.0023660567753724,dissim-11,amplitude-silhouette-2-1,dim-2,
1481,channel-7 betti dim-2 max,0.0855146087371448,0.0955639454147304,0.0574986146833465,-0.0100493366775855,0.0280159940537983,channel-7,betti,dim-2,max
8722,dissim-0 life all mean,0.0454686684798873,0.0955592412548894,0.0463353287765115,-0.0500905727750021,-0.0008666602966242,dissim-0,life,all,mean
19059,dissim-23 amplitude-wasserstein-1 dim-4,0.0749471098901009,0.0955551689013899,0.061950199984586,-0.0206080590112889,0.0129969099055149,dissim-23,amplitude-wasserstein-1,dim-4,
19193,dissim-23 life dim-4 norm-1,0.0749471098901009,0.0955551689013899,0.061950199984586,-0.0206080590112889,0.0129969099055149,dissim-23,life,dim-4,norm-1
19187,dissim-23 life dim-4 sum,0.0749471098901009,0.0955551689013899,0.061950199984586,-0.0206080590112889,0.0129969099055149,dissim-23,life,dim-4,sum
15758,dissim-16 silhouette-1 dim-1 max,0.0355466169172111,0.0955526114919324,0.0479549480870601,-0.0600059945747212,-0.0124083311698489,dissim-16,silhouette-1,dim-1,max
13777,dissim-11 bd2 all kurtosis,0.0390113843327355,0.0955239489048054,0.0513215852295369,-0.0565125645720698,-0.0123102008968013,dissim-11,bd2,all,kurtosis
18636,dissim-22 amplitude-landscape-1-1 norm-1,0.0435206456717118,0.0955127056870037,0.0403184501982772,-0.0519920600152919,0.0032021954734345,dissim-22,amplitude-landscape-1-1,norm-1,
12343,dissim-8 amplitude-silhouette-2-2 norm-1,0.0524828530085502,0.0955067359086979,0.053994304682657,-0.0430238829001477,-0.0015114516741068,dissim-8,amplitude-silhouette-2-2,norm-1,
2296,channel-10 bd2 dim-1 skew,0.0397301210941743,0.0954842160673354,0.0406497468837636,-0.0557540949731611,-0.0009196257895892,channel-10,bd2,dim-1,skew
15050,dissim-14 amplitude-silhouette-2-1 dim-2,0.0474963222381456,0.0954793268809412,0.0450180156911861,-0.0479830046427956,0.0024783065469594,dissim-14,amplitude-silhouette-2-1,dim-2,
14873,dissim-14 silhouette-1 dim-2 norm-2,0.0474963222381456,0.0954793268809412,0.0450180156911861,-0.0479830046427956,0.0024783065469594,dissim-14,silhouette-1,dim-2,norm-2
15832,dissim-16 silhouette-2 dim-2 skew,0.0580179290310363,0.0954734309003209,0.0512764275403944,-0.0374555018692845,0.0067415014906419,dissim-16,silhouette-2,dim-2,skew
4284,channel-20 silhouette-2 dim-2 kurtosis,0.0387846820137802,0.0954711114325639,0.0399405822059822,-0.0566864294187837,-0.001155900192202,channel-20,silhouette-2,dim-2,kurtosis
11067,dissim-5 bd2 dim-1 percentile-25,0.0562436463553416,0.0954648843403988,0.0587654064981393,-0.0392212379850572,-0.0025217601427977,dissim-5,bd2,dim-1,percentile-25
18186,dissim-21 amplitude-landscape-1-2 dim-2,0.0587959948128395,0.0954397677623002,0.0516833466046838,-0.0366437729494607,0.0071126482081557,dissim-21,amplitude-landscape-1-2,dim-2,
8201,channel-39 betti dim-2 max,0.0502290662560109,0.0954251154833161,0.0544971729917402,-0.0451960492273052,-0.0042681067357292,channel-39,betti,dim-2,max
18597,dissim-22 amplitude-bottleneck dim-2,0.0624382287133902,0.0954180863366867,0.0571373516658696,-0.0329798576232965,0.0053008770475206,dissim-22,amplitude-bottleneck,dim-2,
18709,dissim-22 life dim-2 max,0.0624382287133902,0.0954180863366867,0.0571373516658696,-0.0329798576232965,0.0053008770475206,dissim-22,life,dim-2,max
2295,channel-10 bd2 dim-1 kurtosis,0.0448697038527,0.0953990549056739,0.049721218686226,-0.0505293510529739,-0.004851514833526,channel-10,bd2,dim-1,kurtosis
4156,channel-19 life dim-2 max,0.0608525053081411,0.0953853054817154,0.0649642087644711,-0.0345328001735742,-0.00411170345633,channel-19,life,dim-2,max
4083,channel-19 amplitude-bottleneck dim-2,0.0608525053081411,0.0953853054817154,0.0649642087644711,-0.0345328001735742,-0.00411170345633,channel-19,amplitude-bottleneck,dim-2,
