index,name,score,mean,variance,unique_values,edges,min_stage_length
173,channel-1 bd2 dim-1 mean,0.1222596358897664,9.433135541272084e-06,5.765700544825752e-12,1046,"[0, 44, 404, 863, 979, 1046]",44.0
174,channel-1 bd2 dim-1 std,0.0683292653557254,2.2608782130559485e-06,1.6017476511512708e-12,1046,"[0, 86, 446, 647, 905, 1046]",86.0
175,channel-1 bd2 dim-1 sum,0.1793727630857181,0.0004917654992048,1.430423956728973e-08,1046,"[0, 336, 555, 682, 854, 1046]",127.0
176,channel-1 bd2 dim-1 norm-1,0.1793727630857181,0.0004917654992048,1.430423956728973e-08,1046,"[0, 336, 555, 682, 854, 1046]",127.0
177,channel-1 bd2 dim-1 norm-2,0.1002756358126322,6.959470784211645e-05,2.2822977581674183e-10,1046,"[0, 108, 324, 682, 876, 1046]",108.0
178,channel-1 bd2 dim-2 max,0.0796469012642468,1.7155962893323236e-05,4.093701930440825e-11,1043,"[0, 50, 392, 855, 977, 1046]",50.0
179,channel-1 bd2 dim-2 mean,0.0902989803866121,1.3401147553180995e-05,2.2557242173741945e-11,1043,"[0, 88, 506, 863, 979, 1046]",67.0
180,channel-1 bd2 dim-2 std,0.0736279723843003,2.397491215271316e-06,3.3596544817993038e-12,1023,"[0, 78, 534, 655, 894, 1046]",78.0
181,channel-1 bd2 dim-2 sum,0.0128220791901877,0.0001119309527728,3.486576063907756e-09,1043,"[0, 47, 336, 665, 894, 1046]",47.0
182,channel-1 bd2 dim-2 norm-1,0.0128220791901877,0.0001119309527728,3.486576063907756e-09,1043,"[0, 47, 336, 665, 894, 1046]",47.0
183,channel-1 bd2 dim-2 norm-2,0.0308910624205632,3.807578319396645e-05,1.977611574610789e-10,1043,"[0, 98, 309, 701, 876, 1046]",98.0
184,channel-2 entropy dim-1,0.1502805720707547,-0.3973251760508143,0.0010829942351527,1046,"[0, 94, 293, 541, 664, 1046]",94.0
185,channel-2 entropy dim-2,0.06641907796762,-0.1739181512654227,0.0026241297610116,1046,"[0, 58, 577, 812, 981, 1046]",58.0
186,channel-2 numberofpoints dim-1,0.1225877426441392,67.7112810707457,138.64000658695244,67,"[0, 101, 509, 660, 983, 1046]",63.0
187,channel-2 numberofpoints dim-2,0.071567166110445,12.132887189292545,37.11438151262048,34,"[0, 45, 648, 795, 997, 1046]",45.0
188,channel-2 amplitude-bottleneck dim-1,0.2470109296172499,3.645875700910836e-06,4.162502623030573e-12,1046,"[0, 81, 563, 646, 964, 1046]",81.0
189,channel-2 amplitude-bottleneck dim-2,0.0157295847238959,5.623760102717819e-07,8.11112196696196e-14,1045,"[0, 208, 586, 697, 809, 1046]",111.0
190,channel-2 amplitude-bottleneck norm-1,0.1947239837044538,4.208251711182618e-06,4.2068853958518486e-12,1046,"[0, 81, 509, 646, 964, 1046]",81.0
191,channel-2 amplitude-bottleneck norm-2,0.2472037323127211,3.710519458380312e-06,4.084183175726866e-12,1046,"[0, 81, 563, 646, 964, 1046]",81.0
192,channel-2 amplitude-wasserstein-1 dim-1,0.1019663599550451,3.800923934683032e-05,6.115153942975748e-11,1046,"[0, 44, 210, 686, 867, 1046]",44.0
193,channel-2 amplitude-wasserstein-1 dim-2,0.0323093286922037,2.53905721677884e-06,1.871367288515289e-12,1046,"[0, 113, 392, 643, 786, 1046]",113.0
194,channel-2 amplitude-wasserstein-1 norm-1,0.1374430725093619,4.054829656360916e-05,6.653517916470624e-11,1046,"[0, 206, 682, 866, 973, 1046]",73.0
195,channel-2 amplitude-wasserstein-1 norm-2,0.0904177811878657,3.811920889658387e-05,6.109606498667952e-11,1046,"[0, 44, 204, 695, 973, 1046]",44.0
196,channel-2 amplitude-wasserstein-2 dim-1,0.0877094186621322,6.9741585299338105e-06,4.534988771284432e-12,1046,"[0, 44, 472, 647, 855, 1046]",44.0
197,channel-2 amplitude-wasserstein-2 dim-2,0.0390714509816577,8.909192222932786e-07,1.3079977073801498e-13,1046,"[0, 161, 514, 669, 971, 1046]",75.0
198,channel-2 amplitude-wasserstein-2 norm-1,0.0977979941397392,7.86507775222709e-06,4.610370336177667e-12,1046,"[0, 90, 512, 644, 922, 1046]",90.0
199,channel-2 amplitude-wasserstein-2 norm-2,0.0855000290627873,7.044857478823487e-06,4.468207013913131e-12,1046,"[0, 44, 472, 647, 855, 1046]",44.0
200,channel-2 amplitude-betti-1 dim-1,0.1738943794287111,7.573227756678312e-05,2.5974458049266816e-10,84,"[0, 204, 682, 867, 973, 1046]",73.0
201,channel-2 amplitude-betti-1 dim-2,0.0309744146021555,5.06435236294359e-06,8.074131003117335e-12,28,"[0, 100, 390, 648, 819, 1046]",100.0
202,channel-2 amplitude-betti-1 norm-1,0.0305181892911187,8.079662992972671e-05,2.814492186319873e-10,631,"[0, 170, 358, 678, 919, 1046]",127.0
203,channel-2 amplitude-betti-1 norm-2,0.0753505859657287,7.59569599843891e-05,2.5937640069120016e-10,631,"[0, 44, 297, 682, 900, 1046]",44.0
204,channel-2 amplitude-betti-2 dim-1,0.1192465322766559,0.0303244210535614,4.784962837765207e-05,749,"[0, 199, 556, 684, 865, 1046]",128.0
205,channel-2 amplitude-betti-2 dim-2,0.0444497711626553,0.0030440118390701,2.273569893891214e-06,91,"[0, 81, 325, 622, 859, 1046]",81.0
206,channel-2 amplitude-betti-2 norm-1,0.0636793005463888,0.0333684328926315,5.845056341112351e-05,1036,"[0, 157, 300, 562, 685, 1046]",123.0
207,channel-2 amplitude-betti-2 norm-2,0.1180190303953,0.0305073220365124,4.82612406679544e-05,1036,"[0, 195, 555, 669, 917, 1046]",114.0
208,channel-2 amplitude-landscape-1-1 dim-1,0.1470552998441469,2.2044218679070047e-11,6.542287992437625e-22,1046,"[0, 52, 512, 646, 887, 1046]",52.0
209,channel-2 amplitude-landscape-1-1 dim-2,0.114213561380124,7.177018379624514e-13,3.901717163320878e-25,1040,"[0, 475, 697, 798, 978, 1046]",68.0
210,channel-2 amplitude-landscape-1-1 norm-1,0.091869352292445,2.2761920517032496e-11,6.525520058729004e-22,1046,"[0, 66, 463, 516, 646, 1046]",53.0
211,channel-2 amplitude-landscape-1-1 norm-2,0.2370010170611847,2.207966396293656e-11,6.53569079622563e-22,1046,"[0, 52, 509, 646, 976, 1046]",52.0
212,channel-2 amplitude-landscape-1-2 dim-1,0.257338400857768,3.1191810169746976e-11,9.339792428776757e-22,1046,"[0, 52, 515, 646, 1005, 1046]",41.0
213,channel-2 amplitude-landscape-1-2 dim-2,0.0609264604074595,8.618334150190024e-13,5.063371441805453e-25,1040,"[0, 514, 675, 798, 975, 1046]",71.0
214,channel-2 amplitude-landscape-1-2 norm-1,0.2556698010817476,3.205364358476598e-11,9.3097715678692e-22,1046,"[0, 52, 515, 646, 1005, 1046]",41.0
215,channel-2 amplitude-landscape-1-2 norm-2,0.2502808296689586,3.12249409739258e-11,9.331591516014759e-22,1046,"[0, 52, 515, 641, 1005, 1046]",41.0
216,channel-2 amplitude-landscape-2-1 dim-1,0.2694124173916267,6.968157450144428e-09,3.384566298465989e-17,1046,"[0, 81, 563, 646, 964, 1046]",81.0
217,channel-2 amplitude-landscape-2-1 dim-2,0.0741734719792193,4.624924190662209e-10,1.1067089778996042e-19,1040,"[0, 225, 475, 697, 798, 1046]",101.0
218,channel-2 amplitude-landscape-2-1 norm-1,0.2180825505350308,7.430649869210651e-09,3.3749655812166735e-17,1046,"[0, 81, 509, 646, 964, 1046]",81.0
219,channel-2 amplitude-landscape-2-1 norm-2,0.2694125447194372,7.000629547298122e-09,3.3716407936934416e-17,1046,"[0, 81, 563, 646, 964, 1046]",81.0
220,channel-2 amplitude-landscape-2-2 dim-1,0.2125466228160725,7.910985273389425e-09,3.682463158530571e-17,1046,"[0, 81, 515, 646, 964, 1046]",81.0
221,channel-2 amplitude-landscape-2-2 dim-2,0.1023700843438297,4.900480079667703e-10,1.1698617080093065e-19,1040,"[0, 475, 697, 798, 978, 1046]",68.0
222,channel-2 amplitude-landscape-2-2 norm-1,0.2197843157925184,8.401033281356197e-09,3.6720970933173856e-17,1046,"[0, 81, 515, 646, 976, 1046]",70.0
223,channel-2 amplitude-landscape-2-2 norm-2,0.2127567050168827,7.941632142072268e-09,3.669569661575504e-17,1046,"[0, 67, 515, 646, 964, 1046]",67.0
224,channel-2 amplitude-silhouette-1-1 dim-1,0.173974255869269,4.393440109696153e-12,6.512281079506644e-23,1046,"[0, 514, 565, 643, 659, 1046]",16.0
225,channel-2 amplitude-silhouette-1-1 dim-2,-0.0508781417081804,1.8976437224397629e-13,9.593881030691464e-26,1040,"[0, 109, 528, 741, 921, 1046]",109.0
226,channel-2 amplitude-silhouette-1-1 norm-1,0.1760545537164047,4.58320448194013e-12,6.53865396991205e-23,1046,"[0, 513, 566, 643, 659, 1046]",16.0
227,channel-2 amplitude-silhouette-1-1 norm-2,0.1783819207805454,4.414214486901068e-12,6.507164594899541e-23,1046,"[0, 512, 565, 643, 658, 1046]",15.0
228,channel-2 amplitude-silhouette-1-2 dim-1,0.3871508829115818,1.005153495275279e-11,3.5766884986574645e-22,1046,"[0, 515, 558, 568, 646, 1046]",10.0
229,channel-2 amplitude-silhouette-1-2 dim-2,0.0045301339229184,2.7633362604436653e-13,1.920756603643628e-25,1040,"[0, 220, 535, 738, 928, 1046]",118.0
230,channel-2 amplitude-silhouette-1-2 norm-1,0.1054696711453991,1.0327868578797156e-11,3.5757543608416623e-22,1046,"[0, 513, 562, 646, 697, 1046]",49.0
231,channel-2 amplitude-silhouette-1-2 norm-2,0.3871350049342267,1.0078639750967716e-11,3.573912124191104e-22,1046,"[0, 515, 558, 568, 646, 1046]",10.0
232,channel-2 amplitude-silhouette-2-1 dim-1,0.1902925868022999,1.401800720746642e-09,3.468026855841409e-18,1046,"[0, 472, 515, 568, 646, 1046]",43.0
233,channel-2 amplitude-silhouette-2-1 dim-2,0.0758509880513567,1.3830449351667976e-10,3.4738275598191614e-20,1040,"[0, 284, 545, 697, 798, 1046]",101.0
234,channel-2 amplitude-silhouette-2-1 norm-1,0.2907831424767406,1.540105214263322e-09,3.544330915983498e-18,1046,"[0, 81, 560, 646, 964, 1046]",81.0
235,channel-2 amplitude-silhouette-2-1 norm-2,0.1885722758039589,1.4226715917440283e-09,3.462905960815156e-18,1046,"[0, 472, 515, 568, 646, 1046]",43.0
236,channel-2 amplitude-silhouette-2-2 dim-1,0.1344968552607126,3.228168290425189e-09,2.044962430485959e-17,1046,"[0, 513, 562, 645, 697, 1046]",49.0
237,channel-2 amplitude-silhouette-2-2 dim-2,0.0077396974197472,2.1189968706999447e-10,7.409219425202073e-20,1040,"[0, 193, 502, 749, 941, 1046]",105.0
238,channel-2 amplitude-silhouette-2-2 norm-1,0.1670921848663802,3.440067977495184e-09,2.050776154946296e-17,1046,"[0, 52, 512, 561, 646, 1046]",49.0
239,channel-2 amplitude-silhouette-2-2 norm-2,0.1314431906732298,3.256209654239653e-09,2.0386656142589505e-17,1046,"[0, 513, 561, 645, 697, 1046]",48.0
240,channel-2 life all max,0.2471654368513558,7.29260212716695e-06,1.664279021811537e-11,1046,"[0, 81, 563, 646, 964, 1046]",81.0
241,channel-2 life all mean,0.1217488933850081,1.052564099964802e-06,8.135811064213234e-14,1046,"[0, 200, 659, 838, 963, 1046]",83.0
242,channel-2 life all std,0.1777862742573806,1.2287476378406466e-06,3.4606010504465866e-13,1046,"[0, 104, 512, 659, 964, 1046]",82.0
243,channel-2 life all sum,0.1374430725093619,8.109659312721832e-05,2.6614071665882485e-10,1046,"[0, 206, 682, 866, 973, 1046]",73.0
244,channel-2 life all norm-1,0.1374430725093619,8.109659312721832e-05,2.6614071665882485e-10,1046,"[0, 206, 682, 866, 973, 1046]",73.0
245,channel-2 life all norm-2,0.0855000290627889,1.4089714957646976e-05,1.787282805565252e-11,1046,"[0, 44, 472, 647, 855, 1046]",44.0
246,channel-2 life dim-1 max,0.2470109296172499,7.291751401821671e-06,1.6650010492122292e-11,1046,"[0, 81, 563, 646, 964, 1046]",81.0
247,channel-2 life dim-1 mean,0.0743449408139139,1.1541677087984135e-06,9.329434199268577e-14,1046,"[0, 68, 206, 484, 877, 1046]",68.0
248,channel-2 life dim-1 std,0.1920118718235269,1.2847582493545346e-06,3.84022624773174e-13,1046,"[0, 100, 512, 647, 964, 1046]",82.0
249,channel-2 life dim-1 sum,0.1019663599550451,7.601847869366064e-05,2.4460615771902987e-10,1046,"[0, 44, 210, 686, 867, 1046]",44.0
250,channel-2 life dim-1 norm-1,0.1019663599550451,7.601847869366064e-05,2.4460615771902987e-10,1046,"[0, 44, 210, 686, 867, 1046]",44.0
251,channel-2 life dim-1 norm-2,0.0877094186621322,1.394831705986762e-05,1.8139955085137727e-11,1046,"[0, 44, 472, 647, 855, 1046]",44.0
252,channel-2 life dim-2 max,0.0157295847238959,1.1247520205435635e-06,3.244448786784784e-13,1045,"[0, 208, 586, 697, 809, 1046]",111.0
253,channel-2 life dim-2 mean,0.0173928085319446,4.308987887874099e-07,2.5979506456711423e-14,1046,"[0, 203, 543, 645, 866, 1046]",102.0
254,channel-2 life dim-2 std,-0.0152782334439935,3.112933453926154e-07,3.3305083528428026e-14,1046,"[0, 143, 536, 743, 931, 1046]",115.0
255,channel-2 life dim-2 sum,0.0323093286922037,5.07811443355768e-06,7.485469154061153e-12,1046,"[0, 113, 392, 643, 786, 1046]",113.0
256,channel-2 life dim-2 norm-1,0.0323093286922037,5.07811443355768e-06,7.485469154061153e-12,1046,"[0, 113, 392, 643, 786, 1046]",113.0
257,channel-2 life dim-2 norm-2,0.0390714509816577,1.7818384445865571e-06,5.231990829520599e-13,1046,"[0, 161, 514, 669, 971, 1046]",75.0
258,channel-2 bd2 all max,0.0137994407690595,1.62514960399883e-05,2.098373272380611e-11,1046,"[0, 81, 378, 640, 850, 1046]",81.0
259,channel-2 bd2 all mean,0.143559511484668,8.915539399406283e-06,2.385896649832732e-12,1046,"[0, 90, 206, 686, 974, 1046]",72.0
260,channel-2 bd2 all std,0.1361271236562885,2.299389542642274e-06,6.86585285781868e-13,1046,"[0, 52, 506, 647, 984, 1046]",52.0
261,channel-2 bd2 all sum,0.0611750258623429,0.0007020386736754,2.1985724196688952e-08,1046,"[0, 199, 309, 670, 856, 1046]",110.0
262,channel-2 bd2 all norm-1,0.0611750258623429,0.0007020386736754,2.1985724196688952e-08,1046,"[0, 199, 309, 670, 856, 1046]",110.0
263,channel-2 bd2 all norm-2,0.0544704139998405,8.135552837048721e-05,1.7165000137221454e-10,1046,"[0, 147, 345, 671, 927, 1046]",119.0
264,channel-2 bd2 dim-1 max,0.0762714907507102,1.4619704426614845e-05,1.6122656927790406e-11,1046,"[0, 99, 506, 645, 887, 1046]",99.0
265,channel-2 bd2 dim-1 mean,0.1444951139601104,8.533610157710079e-06,2.1856136091093435e-12,1046,"[0, 90, 206, 686, 975, 1046]",71.0
266,channel-2 bd2 dim-1 std,0.1630313776745972,2.014812129879417e-06,5.496666864557915e-13,1046,"[0, 68, 524, 659, 1005, 1046]",41.0
267,channel-2 bd2 dim-1 sum,0.069886735049141,0.0005715227969661,1.2831201518737211e-08,1046,"[0, 199, 327, 675, 866, 1046]",128.0
268,channel-2 bd2 dim-1 norm-1,0.069886735049141,0.0005715227969661,1.2831201518737211e-08,1046,"[0, 199, 327, 675, 866, 1046]",128.0
269,channel-2 bd2 dim-1 norm-2,0.0653630015827079,7.155771571295789e-05,1.3387708612862218e-10,1046,"[0, 134, 331, 711, 923, 1046]",123.0
270,channel-2 bd2 dim-2 max,0.0745505248724862,1.523934362450596e-05,1.9384930504175428e-11,1046,"[0, 81, 200, 510, 850, 1046]",81.0
271,channel-2 bd2 dim-2 mean,0.1594060261478609,1.1323248631111804e-05,6.733907561063604e-12,1046,"[0, 101, 200, 852, 983, 1046]",63.0
272,channel-2 bd2 dim-2 std,0.0343307333645631,2.1631030890848737e-06,1.969213229003203e-12,1046,"[0, 52, 510, 640, 850, 1046]",52.0
273,channel-2 bd2 dim-2 sum,0.0324606376182474,0.0001305158767093,3.4446936146232566e-09,1046,"[0, 45, 390, 651, 830, 1046]",45.0
274,channel-2 bd2 dim-2 norm-1,0.0324606376182474,0.0001305158767093,3.4446936146232566e-09,1046,"[0, 45, 390, 651, 830, 1046]",45.0
275,channel-2 bd2 dim-2 norm-2,0.0255597913473591,3.797626465200604e-05,9.384516306450871e-11,1046,"[0, 63, 309, 630, 971, 1046]",63.0
276,channel-3 entropy dim-1,0.0652100338842157,-0.3886652078258637,0.0009049443953653,1046,"[0, 204, 496, 675, 893, 1046]",153.0
277,channel-3 entropy dim-2,0.0411755342850087,-0.1580038665971745,0.0025983556413268,1043,"[0, 60, 494, 682, 829, 1046]",60.0
278,channel-3 numberofpoints dim-1,0.0421123152134468,64.6567877629063,114.64477206400322,63,"[0, 47, 317, 496, 647, 1046]",47.0
279,channel-3 numberofpoints dim-2,0.0824473881825372,10.47131931166348,29.589128784066915,34,"[0, 60, 547, 829, 973, 1046]",60.0
280,channel-3 amplitude-bottleneck dim-1,0.0205295927835583,3.100086069325542e-06,2.182412672431774e-12,1046,"[0, 60, 291, 580, 893, 1046]",60.0
281,channel-3 amplitude-bottleneck dim-2,-0.0005190072178729,5.400787538218299e-07,1.1410732169449785e-13,1046,"[0, 114, 554, 794, 863, 1046]",69.0
282,channel-3 amplitude-bottleneck norm-1,0.0147446548046696,3.640164823147372e-06,2.4719615065174404e-12,1046,"[0, 59, 306, 577, 910, 1046]",59.0
283,channel-3 amplitude-bottleneck norm-2,0.020040693264887,3.167088276547685e-06,2.168167832625132e-12,1046,"[0, 48, 341, 647, 968, 1046]",48.0
284,channel-3 amplitude-wasserstein-1 dim-1,0.1294326923859123,3.33594092972642e-05,6.796773996538978e-11,1046,"[0, 217, 605, 849, 972, 1046]",74.0
285,channel-3 amplitude-wasserstein-1 dim-2,0.047797062947453,2.0424688467891554e-06,1.1981062606462558e-12,1046,"[0, 65, 237, 514, 1001, 1046]",45.0
286,channel-3 amplitude-wasserstein-1 norm-1,0.1333062624289311,3.540187814405335e-05,7.290117363180611e-11,1046,"[0, 168, 667, 852, 999, 1046]",47.0
287,channel-3 amplitude-wasserstein-1 norm-2,0.0173624927052444,3.3440715868896915e-05,6.790503068565717e-11,1046,"[0, 45, 344, 583, 856, 1046]",45.0
288,channel-3 amplitude-wasserstein-2 dim-1,0.1106890703475147,6.0980218381465965e-06,3.306467514063644e-12,1046,"[0, 50, 570, 856, 976, 1046]",50.0
289,channel-3 amplitude-wasserstein-2 dim-2,0.0086729223046755,7.935765632882918e-07,1.3882824427201066e-13,1046,"[0, 71, 519, 688, 814, 1046]",71.0
290,channel-3 amplitude-wasserstein-2 norm-1,0.021389380312282,6.891598401434888e-06,3.779256096594034e-12,1046,"[0, 50, 342, 682, 977, 1046]",50.0
291,channel-3 amplitude-wasserstein-2 norm-2,0.0462292185943389,6.16093037563572e-06,3.303731426468625e-12,1046,"[0, 50, 230, 675, 881, 1046]",50.0
292,channel-3 amplitude-betti-1 dim-1,0.1185810615797654,6.68268819250313e-05,2.8714281004916576e-10,86,"[0, 57, 681, 849, 975, 1046]",57.0
293,channel-3 amplitude-betti-1 dim-2,0.0238721237403583,4.068498205657129e-06,5.3815726414502935e-12,24,"[0, 142, 296, 503, 850, 1046]",142.0
294,channel-3 amplitude-betti-1 norm-1,0.1032293803809529,7.089538013068842e-05,3.0639429100804954e-10,604,"[0, 206, 583, 849, 992, 1046]",54.0
295,channel-3 amplitude-betti-1 norm-2,0.1207775274328949,6.699400230220942e-05,2.867073024314858e-10,604,"[0, 230, 571, 682, 897, 1046]",111.0
296,channel-3 amplitude-betti-2 dim-1,0.1240177829625601,0.0289395678643158,5.245994230421131e-05,737,"[0, 168, 556, 671, 844, 1046]",115.0
297,channel-3 amplitude-betti-2 dim-2,0.0330808069193275,0.0026099771086124,1.820686479481668e-06,77,"[0, 175, 407, 547, 829, 1046]",140.0
298,channel-3 amplitude-betti-2 norm-1,0.0190459693710557,0.0315495449729282,5.988052963665623e-05,1027,"[0, 268, 439, 612, 922, 1046]",124.0
299,channel-3 amplitude-betti-2 norm-2,0.1299086858303386,0.0290866418502713,5.255681533335156e-05,1027,"[0, 212, 556, 683, 841, 1046]",127.0
300,channel-3 amplitude-landscape-1-1 dim-1,-0.0079940162821748,1.5092825158490735e-11,2.145764231834804e-22,1046,"[0, 68, 313, 583, 876, 1046]",68.0
301,channel-3 amplitude-landscape-1-1 dim-2,0.0057554838949726,6.423862594097097e-13,4.923426804276633e-25,1034,"[0, 140, 554, 730, 979, 1046]",67.0
302,channel-3 amplitude-landscape-1-1 norm-1,-0.0029884598823729,1.5735211417900447e-11,2.1738944721428e-22,1046,"[0, 91, 327, 594, 882, 1046]",91.0
303,channel-3 amplitude-landscape-1-1 norm-2,-0.0117738035240354,1.5129141928795475e-11,2.1438320632266887e-22,1046,"[0, 75, 311, 612, 879, 1046]",75.0
304,channel-3 amplitude-landscape-1-2 dim-1,-0.0055079433624449,2.204185226319929e-11,3.435050815668798e-22,1046,"[0, 63, 292, 603, 894, 1046]",63.0
305,channel-3 amplitude-landscape-1-2 dim-2,0.0522885900453542,7.343381382035347e-13,5.630827507013251e-25,1034,"[0, 166, 554, 688, 794, 1046]",106.0
306,channel-3 amplitude-landscape-1-2 norm-1,0.0010363522174829,2.2776190401402823e-11,3.475972784095335e-22,1046,"[0, 62, 300, 545, 886, 1046]",62.0
307,channel-3 amplitude-landscape-1-2 norm-2,-0.0032399796678873,2.2071914162427e-11,3.4328052021212253e-22,1046,"[0, 77, 282, 593, 892, 1046]",77.0
308,channel-3 amplitude-landscape-2-1 dim-1,0.0038789195537995,5.356115557417197e-09,1.3849341298758521e-17,1046,"[0, 66, 305, 582, 865, 1046]",66.0
309,channel-3 amplitude-landscape-2-1 dim-2,-0.0110686894862637,4.3250083001989807e-10,1.508424160569978e-19,1034,"[0, 148, 552, 732, 909, 1046]",137.0
310,channel-3 amplitude-landscape-2-1 norm-1,0.0017051841401774,5.788616387437096e-09,1.4432568868528238e-17,1046,"[0, 55, 307, 603, 896, 1046]",55.0
311,channel-3 amplitude-landscape-2-1 norm-2,0.0066447833596673,5.390118503630651e-09,1.382166639735696e-17,1046,"[0, 57, 305, 592, 874, 1046]",57.0
312,channel-3 amplitude-landscape-2-2 dim-1,0.0023895769693852,6.148637631820879e-09,1.58507709589913e-17,1046,"[0, 65, 299, 599, 903, 1046]",65.0
313,channel-3 amplitude-landscape-2-2 dim-2,-0.0105042278924855,4.5055072794685056e-10,1.5503524529767241e-19,1034,"[0, 165, 549, 728, 911, 1046]",135.0
314,channel-3 amplitude-landscape-2-2 norm-1,0.0192164407592929,6.59918835976773e-09,1.6531291944896428e-17,1046,"[0, 50, 341, 647, 977, 1046]",50.0
315,channel-3 amplitude-landscape-2-2 norm-2,0.0051682820058061,6.179487784237977e-09,1.5828307922209613e-17,1046,"[0, 68, 294, 573, 896, 1046]",68.0
316,channel-3 amplitude-silhouette-1-1 dim-1,0.0245352187339975,2.776958817726706e-12,1.376866333810428e-23,1046,"[0, 141, 334, 611, 900, 1046]",141.0
